Idno,Username,created_at,tweets,followers,friends,Label,Tweet
10151,PriyangaPawan,02-02-18 17:43,0,314595,23,0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
4789,MatteoAbagnale,02-02-18 17:52,0,123120,178,0,What time is ur flight tmr?
47837,BeerCascinazza,26-07-15 13:33,22,82380,690,0,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
43857,ch_sager,06-02-13 20:14,185,118515,397,0,I'm ok. Will do my part tomorrow
10743,Martino18349240,02-02-18 17:50,1,110040,132,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
3287,piombofuso21,02-02-18 17:44,0,148425,25,0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
44393,TIENSITALIA,02-02-18 17:14,2,6315,8,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
37472,ok_barbar,03-03-13 10:14,0,54645,27,0,Pls send me your address sir.
32429,giovannicudia01,02-02-18 17:42,0,145230,128,0,It should take about  &lt;#&gt;  min
21941,llonethebest,21-01-15 16:05,14,84960,121,0,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
10042,Arianna81810893,02-02-18 17:16,0,95625,39,0,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
17642,LisiGioia,02-02-18 17:37,0,163095,143,0,I want to see your pretty pussy...
9733,walturrrrr,02-02-18 17:29,0,132615,58,0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
43551,Paolo69750384,02-02-18 17:30,0,93750,141,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
3282,Gerardo1960Gs,06-11-14 19:22,1778,154845,975,0,"Hurry up, I've been weed-deficient for like three days"
38740,Giordan09489492,02-02-18 17:29,0,56505,79,0,Dhoni have luck to win some big title.so we will win:)
37751,LucioRossmann,02-02-18 17:28,0,253395,83,0,Not..tel software name..
28834,muzcrd,31-01-18 22:27,5,114765,23,0,Come to my home for one last time i wont do anything. Trust me.
1352,BennyMussolino,07-03-16 10:46,37,230940,43,0,Tell dear what happen to you. Why you talking to me like an alian
32010,angard_,25-11-16 15:40,12,118980,200,0,Is ur paper in e morn or aft tmr?
16807,stefanodevitis1,31-01-18 10:54,1,189045,16,0,I anything lor.
42204,carlarano,27-01-13 19:32,6,30240,35,0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
25101,attiliosusini,13-11-12 20:57,2,38655,45,0,Hey gals.. Anyone of u going down to e driving centre tmr?
32153,Alberto25841323,02-02-18 17:15,0,59295,122,1,"URGENT! Your Mobile No. was awarded ‹¨«2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
33515,Nicolet51044759,02-02-18 17:10,26,138360,24,0,I accidentally deleted the message. Resend please.
22597,Franco55612984,02-02-18 17:06,5,85860,92,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
36614,letizia06760929,16-01-18 12:52,0,116400,9,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
21548,MarcelloDiNisio,03-09-17 15:35,0,92970,4,0,Alright took the morphine. Back in yo.
12631,kalai_mourad,02-02-18 16:53,0,110940,138,0,Ok going to sleep. Hope i can meet her.
34039,GiulianaBosoni1,02-02-18 16:55,0,48765,94,0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
28172,LaicitaScuolaSL,02-02-18 16:44,0,123780,29,0,Aiya we discuss later lar... Pick ‹¨«_ up at 4 is it?
21026,Real_RdSirius,02-02-18 16:49,5,144510,104,0,Re your call; You didn't see my facebook huh?
31199,irenemia06,24-12-16 22:10,12,460065,215,0,Yo theres no class tmrw right?
43211,geomgiova,02-02-18 16:48,1,103095,11,0,dont make ne plans for nxt wknd coz she wants us to come down then ok
11113,Lorenzo90834403,02-02-18 16:46,0,6195,128,1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
9650,carullomas,02-02-18 16:43,1,208785,171,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
29581,GiuseppeCalvac1,28-01-18 21:25,0,24480,40,0,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
21232,Sharon38294191,02-02-18 16:42,0,108720,144,0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
40606,ToscanoGiovann,01-01-12 18:59,4,108375,80,1,"Win the newest ‹¨«‹¨«‹¨«Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
19996,DarkRebelJ1,02-02-18 16:42,0,170010,168,0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
46933,MiguelL88583620,02-02-18 16:41,0,199350,138,0,"Not much, just some textin'. How bout you?"
48957,Keta19741262,02-02-18 16:39,0,169515,181,0,Another month. I need chocolate weed and alcohol.
32477,BakaiF,02-02-18 16:38,0,25260,140,0,"I hav almost reached. Call, i m unable to connect u."
29959,viaetneacatania,25-12-11 0:22,21228,101670,703,0,Haha... Hope ‹¨«_ can hear the receipt sound... Gd luck!
28201,Giacomo16496683,02-02-18 16:24,0,118125,12,0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
47440,superum56,01-01-17 12:54,0,325935,61,0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
20176,robertobobba,10-07-10 9:33,68,51150,877,0,For my family happiness..
13736,GCorribolo,02-02-18 16:26,0,145755,146,0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
37202,Elisabe00928635,02-02-18 16:25,0,134280,95,0,Call me when u're done...
9115,gioachinogiova2,28-01-18 10:00,6,177885,27,0,Great. P diddy is my neighbor and comes for toothpaste every morning
37581,melisfrancesco1,02-05-13 6:31,25,129165,32,0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
23669,Antonel11737663,02-02-18 15:37,2,109725,28,0,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
25545,Matthew80442221,02-02-18 16:21,0,152445,131,0,We have all rounder:)so not required:)
40703,mathers_miss,02-02-18 16:17,0,107745,89,0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
24074,Benito71163548,02-02-18 16:15,0,126105,123,0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
37277,carlotta958,08-05-11 8:43,26,29775,192,0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
43617,davides973,14-01-16 9:59,41,487005,46,0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
25954,GPofItaly,29-03-11 17:23,569,65610,43,0,I uploaded mine to Facebook
22745,AntonioEnrico,23-11-11 22:23,18,41175,482,0,Thank you. I like you as well...
49917,veget3000,20-08-14 21:31,2698,212010,823,0,Do u still have plumbers tape and a wrench we could borrow?
37770,Andrea80608640,02-02-18 15:58,0,80760,183,0,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
4643,Izaura89402391,02-02-18 16:03,0,187530,140,0,On the road so cant txt
14031,LudovicoSanfil1,02-02-18 16:02,0,126120,203,0,Leave it wif me lar... ‹¨«‹¨« wan to carry meh so heavy... Is da num 98321561 familiar to ‹¨«_?
19611,MuruSergio,02-02-18 16:01,1,162690,82,0,"I think we're going to finn's now, come"
34452,PaolatizianaA,02-02-18 15:32,3,158850,119,0,Ok i thk i got it. Then u wan me 2 come now or wat?
34508,antonio21204770,02-02-18 15:38,0,145050,27,1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive ‹¨«5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
29573,Giusepp56527296,01-02-18 18:20,0,60795,11,0,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
32573,roberto_onano,24-02-17 18:57,69,443130,141,1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
34540,fiore_susanna,02-02-18 15:52,3,113415,62,0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
47889,elvisg80,22-04-12 17:27,306,76605,833,0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
37777,Luciamarcellac1,02-02-18 15:39,1,446655,105,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
30092,coldpatrix,26-01-18 19:00,22,115650,59,0,"Probably not, still going over some stuff here"
38806,carolamusso1,02-02-18 15:48,0,77160,118,0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
24043,barangelplus,02-02-18 15:33,2,103335,124,0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
18238,rebeccavarini1,02-02-18 15:48,1,160830,105,0,I cant wait to see you! How were the photos were useful? :)
31358,Giusepp79439782,02-02-18 15:38,1,108450,60,0,We got a divorce. Lol. She.s here
16290,beppefalco10,02-02-18 15:48,0,100515,95,0,Tell me pa. How is pain de.
33409,giannidn84,26-12-12 19:30,23,235170,249,0,Where are you?when wil you reach here?
39567,Bruna_Piarulli,02-02-18 15:40,1,181950,112,0,University of southern california.
18356,DavideLucasd,02-02-18 15:40,0,73590,56,0,Carlos'll be here in a minute if you still need to buy
35097,ivano_corti,02-02-18 14:53,2,165525,154,0,Just taste fish curry :-P
4067,AEsposi39761921,02-02-18 15:39,0,95730,51,0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
32287,Artur35424944,02-02-18 15:37,0,97545,88,0,Thats cool. How was your day?
48975,MartaMischiatti,19-09-12 10:12,77,498765,593,0,Ok... Take ur time n enjoy ur dinner...
19811,vincenz53305913,02-02-18 13:15,3,130620,80,0,Just getting back home
39759,GubbiottiSara,02-02-18 15:31,0,97830,20,0,Do you always celebrate NY's with your family ?
30955,PIRASPIETRO2,02-02-18 15:29,0,121545,108,0,Still work going on:)it is very small house.
7813,federico4715,02-02-18 15:18,2,167190,114,1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
44158,DaliaCarretta,06-03-16 19:04,0,125745,52,0,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
12173,Franz31005085,02-02-18 15:15,0,129660,50,1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
18837,FsCenterMI,02-02-18 15:13,1,344055,95,0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
42680,DonnaGentili,02-02-18 15:10,0,175920,129,1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
42750,IulaMarco,02-02-18 15:09,2,77385,200,0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
33246,fabio_ferrante,24-11-14 16:38,10,142890,17,0,Eat at old airport road... But now 630 oredi... Got a lot of pple...
3266,kleita_disha26,02-02-18 15:05,0,34350,184,0,You can jot down things you want to remember later.
8478,patania5_simone,02-02-18 15:00,1,41715,70,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
29612,ffedrizz,02-02-18 15:01,4,32100,19,1,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
13245,Frances89672242,02-02-18 15:02,0,267465,169,0,Really dun bluff me leh... U sleep early too. Nite...
16017,Karl_Ritter,07-06-10 9:21,2175,157995,636,0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
49173,MamOfficina,02-02-18 14:41,0,91260,126,0,Would really appreciate if you call me. Just need someone to talk to.
26098,nicolapezone22,02-02-18 14:16,0,151815,97,0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
20201,Monica6916,02-02-18 14:37,0,58545,178,1,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
38323,Isabell59677775,02-02-18 14:37,0,61890,114,0,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
19463,Dario_Gambina,04-01-18 13:48,0,134715,5,0,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
47533,mimmamazz1,26-05-13 21:09,7308,89745,37,0,Tmr timin still da same wat cos i got lesson until 6...
26783,MDPINO2,02-02-18 14:36,2,183225,149,0,I'm not sure if its still available though
21893,QDurres,25-01-18 8:34,28,273660,372,0,I know you are. Can you pls open the back?
12011,carla43136342,02-02-18 14:35,1,128580,123,0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
37934,john_nuppey,28-11-12 22:10,3622,238035,562,0,"Aight, tomorrow around  &lt;#&gt;  it is"
7810,physadeia,15-04-17 1:13,245,183660,152,0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
35925,Crypto_Guts,14-02-14 18:59,1762,140670,2267,0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
26572,lavendraminvita,02-02-18 14:29,42,68355,100,0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
34108,ThePinoyEcon,20-12-13 2:55,3776,131580,861,0,"If i let you do this, i want you in the house by 8am."
46796,Denis95228195,02-02-18 14:23,0,96450,81,0,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
6601,FerrariAchille,16-02-12 10:13,11,157545,13,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
44737,Raffael34119688,02-02-18 14:00,0,134985,79,0,Whos this am in class:-)
48919,joeartid,25-09-10 18:11,22102,118920,2753,0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
44929,alessandro_pagl,02-02-18 14:05,0,169605,7,0,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
26376,Ipogeo5Stelle,02-02-18 14:11,0,126705,8,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
47145,Michele15268015,02-02-18 14:14,0,171195,86,1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
5489,AkmalSilem,02-02-18 14:13,0,110880,143,0,"Sorry, I'll call later"
46673,giacomo59613069,02-02-18 14:12,0,21300,119,0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
26040,Glamhome1,02-02-18 14:10,0,86790,91,1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
25218,Simone9316,02-02-18 14:06,0,50910,95,0,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
4848,lophophora1972,11-10-16 9:07,0,105540,62,0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
40349,Laura45363471,02-02-18 14:01,0,101235,95,0,Whats the staff name who is taking class for us?
10990,robertynogabry,02-02-18 14:02,0,94575,116,0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
42306,DilenaDario,02-02-18 13:56,0,127380,6,0,Yes. Rent is very expensive so its the way we save.
8388,GianmarcoCesare,09-03-16 19:17,159,79665,678,0,My sister got placed in birla soft da:-)
39359,PComodista,02-02-18 13:56,0,100605,69,1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
38391,kammelo1989,02-02-18 13:53,0,96315,161,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
26590,Elisa96509987,02-02-18 13:51,0,136515,187,0,But that's on ebay it might be less elsewhere.
17556,FalconeAntonio5,30-01-18 15:01,1,36555,8,0,Wa... U so efficient... Gee... Thanx...
38550,Elpochoz,06-09-11 17:35,234,166575,152,0,Please dont say like that. Hi hi hi
20790,ricciolibianchi,02-02-18 11:11,5,192255,292,0,Get ready for  &lt;#&gt;  inches of pleasure...
2332,sobuj19332615,02-02-18 13:44,3,159300,115,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
7543,okrimassacrac,06-12-12 19:31,3593,151215,223,0,"I'm not sure, I was just checking out what was happening around the area"
5456,roccoilaria,08-04-10 19:27,7428,21000,784,1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O ‹¨«250 3 WANT ‹¨«800
3815,domenicosabell7,02-02-18 13:36,98,135495,104,0,Tell me something. Thats okay.
42918,DdanieleG,06-08-14 12:44,9,71355,43,0,"Princess, is your kitty shaved or natural?"
8017,mattew221,02-02-18 13:34,1,128790,67,0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
47472,Simona_Puleo90,02-02-18 13:32,0,161295,22,0,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
11554,Giusepp90908249,02-02-18 13:29,0,64875,115,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
13464,Carolin98803081,02-02-18 13:29,2,140595,119,0,Just got outta class gonna go gym.
19558,Fabio94345735,02-02-18 13:28,0,17115,131,0,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
4989,BeppinoGG,02-02-18 13:18,1,27060,140,0,What's nannys address?
8799,pia8SeleM,02-02-18 13:28,2,95055,130,1,Last chance 2 claim ur ‹¨«150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. ‹¨«3.00 Sub. 16 . Remove txt X or STOP
41651,penn_sara,12-10-12 22:38,422,132630,153,0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
44213,Ngadu10,30-01-18 12:34,1,120435,168,0,Pls call me da. What happen.
28853,fboch63,02-02-18 13:24,0,79995,77,0,Sorry that was my uncle. I.ll keep in touch
20236,Nini16976587,31-01-18 8:00,0,56280,118,0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
29401,FrancescoxX5,02-02-18 13:19,0,71655,208,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
31011,Daniel91228686,02-02-18 13:20,0,251250,127,0,Hey so whats the plan this sat? 
25878,Rosaria38289529,02-02-18 13:13,1,160140,78,0,Yeah do! Don‹¨«‹¨«‹¨«t stand to close tho- you‹¨«‹¨«‹¨«ll catch something!
43417,lillian77030640,02-02-18 13:14,0,137175,225,0,The basket's gettin full so I might be by tonight
1925,FMessieri,12-01-18 12:41,3,130275,42,0,K. I will sent it again
25218,Andrea92135440,02-02-18 13:09,0,59925,40,0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
14553,TiziaQ,13-09-17 12:57,39,508965,111,0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
39796,MsmDimarco,08-01-10 22:31,6093,156195,304,0,"That means you got an A in epi, she.s fine. She.s here now."
37506,Lorenzo95078013,02-02-18 13:06,2,78945,29,0,Dude how do you like the buff wind.
10930,Simon77659462,02-02-18 13:06,0,120975,144,0,Just sleeping..and surfing
49331,Pippo29113369,02-02-18 12:54,0,32625,24,0,U should have made an appointment
19331,Arianna42019298,02-02-18 13:03,0,159825,131,1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net ‹¨«1.50pm approx 3mins
5146,istallazioni,28-06-17 10:46,3,183090,155,0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
39255,k_khora,02-02-18 13:00,1,143730,39,1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
23315,Marcantonio1979,19-11-10 20:47,489,132015,190,0,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
36069,lbel72,02-09-12 9:05,1214,100800,511,0,Lol its ok I didn't remember til last nite
13886,illocchio,02-02-18 12:56,5,499575,141,0,All will come alive.better correct any good looking figure there itself..
30928,francoacco,13-04-12 18:18,3,93480,298,1,You have won a guaranteed ‹¨«200 award or even ‹¨«1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
28730,Riccard83719655,02-02-18 12:54,0,50175,104,0,Ha... U jus ate honey ar? So sweet...
8927,Frances56243625,02-02-18 12:47,0,135090,2,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
9637,NinuzzaMarianna,02-02-18 12:50,2,119085,126,0,Thats cool. i am a gentleman and will treat you with dignity and respect.
18707,Luisa54768080,02-02-18 12:52,0,184845,121,0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
33753,Morvenna1,30-01-15 17:56,0,137910,9,0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ‹¨«‹¨«_"
32672,cigartoscano,08-11-17 10:31,16,67995,115,0,WHO ARE YOU SEEING?
49431,MAURONIX_,03-10-12 18:41,1254,301395,406,1,88800 and 89034 are premium phone services call 08718711108
43082,linus1586,02-02-18 12:42,2,63870,124,0,"K, want us to come by now?"
19838,virginialamura,06-02-13 15:43,4,51180,19,0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
44423,AncillaCerniato,02-02-18 12:28,0,59655,43,0,Aiyah u did ok already lar. E nydc at wheellock?
6613,DomenicoFusco,26-08-11 12:27,230,163530,43,1,RGENT! This is the 2nd attempt to contact U!U have WON ‹¨«1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max‹¨«7. 50
42106,pippoavernazza,02-02-18 12:33,1,107610,130,0,Hey i will be late ah... Meet you at 945+
8577,roby_prada,07-12-16 12:12,2,46800,8,0,Ok which your another number
43268,DarioVinci5,17-08-17 22:07,51,58965,100,0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
15700,AngeloPiro2,31-01-18 7:53,0,118410,14,0,Great. Have a safe trip. Dont panic surrender all.
19712,sim_tomassini,17-10-17 20:34,0,188895,45,0,I gotta collect da car at 6 lei.
46299,Luca64895552,02-02-18 12:23,0,72930,119,0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
20084,Giusepp98860158,02-02-18 12:20,0,103170,137,0,Yes:)here tv is always available in work place..
15470,Luciano25641568,02-02-18 12:15,0,86265,32,0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
2034,EmanueleMorris1,02-02-18 12:17,6,69900,290,0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
6120,ginoantipro,03-05-17 19:23,104,244560,145,0,No no. I will check all rooms befor activities
29447,peppe_dam,15-11-15 8:27,16,80670,137,0,Probably a couple hours tops
17588,Tangotredici,23-05-14 20:44,162,144135,27,0,Anything lor is she coming?
31436,Mohfatah6,02-02-18 12:10,8,228615,412,0,Left dessert. U wan me 2 go suntec look 4 u?
27657,Saro3896298066,02-02-18 12:06,0,92565,135,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
15256,PaolaLippi3,17-04-13 17:19,8,87990,1,0,Do we have any spare power supplies
40974,SAIFUlI97927858,02-02-18 12:01,1,163815,158,0,how are you? I miss you!
32523,satambo,02-06-09 9:40,53,118335,975,0,Yup i shd haf ard 10 pages if i add figures... ‹¨«‹¨« all got how many pages?
40017,semprecerro,13-09-12 11:02,117,117555,160,0,I had askd u a question some hours before. Its answer
9122,Gianmarco_Gori,02-02-18 11:29,0,95160,12,0,You do what all you like
36500,Fortunello5,02-02-18 11:45,0,145035,171,0,Horrible bf... I now v hungry...
47223,GiuseppeDenisi,18-04-12 11:09,1455,156135,5002,1,"Think ur smart ? Win ‹¨«200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
30041,RosarioDiMauro2,24-02-12 19:08,164,112545,360,0,I'm fine. Hope you are good. Do take care.
24021,pagano2000gmai1,02-02-18 11:45,0,155325,139,1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
